Age,BMI,Daily_Calories,Protein,Carbohydrates,Fat,Fiber,Nutrition_Category
19,20.0,2750.0,63.5,399.3,113.3,14.5,High Calorie Intake
49,22.9,900.0,29.5,211.7,15.0,18.7,Low Nutrition Intake
40,21.8,1699.0,45.5,210.9,46.3,13.5,Low Nutrition Intake
39,21.9,1120.0,56.6,239.3,25.5,8.4,Low Nutrition Intake
42,22.9,1417.0,37.5,195.1,54.5,5.0,Low Nutrition Intake
39,23.6,3488.0,65.5,405.6,117.4,19.7,High Calorie Intake
39,27.7,2166.0,82.1,271.6,56.2,14.5,Balanced
59,28.1,1833.0,76.5,228.5,54.0,35.8,Balanced
23,21.9,3242.0,68.0,413.6,96.6,16.6,High Calorie Intake
32,20.6,1556.0,40.0,166.0,54.7,16.5,Low Nutrition Intake
60,25.1,1564.0,68.6,228.7,56.3,30.2,Balanced
54,24.8,2155.0,58.5,244.7,72.6,23.7,Balanced
50,13.9,1982.0,82.6,324.7,71.5,32.8,Balanced
25,21.5,2754.0,71.9,378.6,107.4,18.2,High Calorie Intake
61,18.5,2638.0,82.4,298.6,78.3,26.7,High Calorie Intake
61,35.9,2017.0,88.2,327.9,32.6,31.8,Balanced
22,32.8,3171.0,98.2,320.9,134.0,12.3,High Calorie Intake
56,27.4,1703.0,44.6,217.0,40.6,6.6,Low Nutrition Intake
21,25.4,900.0,47.5,180.8,44.8,13.0,Low Nutrition Intake
23,19.1,1934.0,47.8,174.4,44.0,12.3,Low Nutrition Intake
62,28.7,2174.0,61.0,259.7,58.3,18.3,Balanced
49,28.7,2664.0,62.8,260.3,53.8,26.8,Balanced
47,31.9,1819.0,89.8,341.4,53.2,32.3,Balanced
64,23.0,2820.0,96.1,489.4,100.3,8.4,High Calorie Intake
52,40.5,2397.0,81.1,280.1,60.2,19.7,Balanced
57,29.6,2452.0,82.5,202.3,74.6,27.9,Balanced
33,31.2,1372.0,64.4,168.4,38.0,17.1,Low Nutrition Intake
30,28.0,1468.0,28.4,196.4,35.0,17.4,Low Nutrition Intake
59,36.3,2189.0,79.3,218.1,61.8,30.8,Balanced
47,24.4,1948.0,77.5,222.5,48.4,24.5,Balanced
36,25.0,3009.0,103.9,357.2,104.0,9.7,High Calorie Intake
34,16.5,1597.0,49.8,242.1,53.3,15.4,Low Nutrition Intake
36,24.3,1337.0,47.5,186.1,51.4,17.3,Low Nutrition Intake
45,29.7,2073.0,57.5,313.3,73.1,23.1,Balanced
43,18.6,1580.0,45.9,236.2,16.8,12.4,Low Nutrition Intake
54,30.2,1834.0,51.8,252.0,25.3,18.3,Low Nutrition Intake
43,30.3,3294.0,45.1,365.2,102.9,7.9,High Calorie Intake
40,38.4,1384.0,55.5,176.3,42.9,15.0,Low Nutrition Intake
26,26.9,2147.0,68.1,286.4,42.8,25.1,Balanced
29,40.9,1783.0,39.6,164.5,48.7,14.7,Low Nutrition Intake
18,20.7,1629.0,45.5,106.4,54.2,22.3,Low Nutrition Intake
18,25.7,2484.0,28.5,278.0,58.5,18.5,Balanced
64,21.7,2992.0,69.6,405.4,106.1,10.4,High Calorie Intake
51,32.1,2000.0,67.7,191.3,45.8,23.7,Balanced
49,20.2,3434.0,63.4,342.1,81.4,16.2,High Calorie Intake
42,30.8,1733.0,69.0,200.0,41.7,11.8,Low Nutrition Intake
57,34.2,2822.0,82.1,364.3,101.8,15.9,High Calorie Intake
62,23.8,1308.0,44.1,119.3,46.6,23.4,Low Nutrition Intake
18,27.4,2006.0,83.2,294.1,82.9,23.4,Balanced
33,35.6,1681.0,81.7,265.1,60.2,24.2,Balanced
56,31.4,2999.0,77.8,396.0,100.6,17.9,High Calorie Intake
22,36.0,2076.0,87.0,234.9,66.0,15.3,Balanced
39,35.1,1361.0,51.8,153.8,36.2,4.4,Low Nutrition Intake
46,28.8,1122.0,31.7,193.6,44.0,13.8,Low Nutrition Intake
20,22.6,2820.0,65.9,415.8,109.3,14.3,High Calorie Intake
29,23.7,2486.0,105.3,210.2,72.3,43.5,Balanced
43,30.4,3045.0,73.8,377.2,114.8,19.8,High Calorie Intake
33,21.6,1151.0,44.7,110.6,37.5,10.4,Low Nutrition Intake
54,22.8,2238.0,54.8,239.5,78.5,20.9,Balanced
39,29.9,993.0,48.1,169.5,37.8,11.1,Low Nutrition Intake
46,32.4,3621.0,47.1,521.7,97.2,16.9,High Calorie Intake
31,40.8,2001.0,69.4,228.6,73.4,16.5,Balanced
45,33.7,3074.0,37.0,393.7,122.0,9.6,High Calorie Intake
22,21.9,1613.0,45.6,245.9,29.7,25.3,Low Nutrition Intake
64,41.4,1528.0,73.4,192.1,90.9,23.4,Balanced
47,25.9,2105.0,84.2,259.8,56.7,17.5,Balanced
63,34.3,2194.0,83.3,287.8,91.8,12.0,Balanced
22,34.7,2927.0,91.1,373.8,58.2,9.5,High Calorie Intake
29,17.9,3062.0,76.7,413.6,89.4,17.3,High Calorie Intake
33,15.1,2628.0,76.2,382.7,88.6,23.8,High Calorie Intake
43,30.2,2370.0,69.7,337.9,141.7,19.0,High Calorie Intake
43,21.5,1294.0,41.6,255.1,28.6,6.9,Low Nutrition Intake
38,35.8,1520.0,48.8,213.3,48.1,21.1,Low Nutrition Intake
56,29.6,2366.0,52.8,413.1,82.9,8.7,High Calorie Intake
53,20.8,1898.0,25.6,177.7,39.3,19.2,Low Nutrition Intake
50,28.4,2315.0,78.6,335.5,117.6,11.5,High Calorie Intake
47,24.3,3485.0,57.6,256.9,89.2,14.7,High Calorie Intake
54,22.7,2431.0,60.4,210.5,78.4,16.7,Balanced
40,29.2,2889.0,69.5,390.9,90.0,11.4,High Calorie Intake
27,32.6,2237.0,65.5,205.6,82.2,27.9,Balanced
22,15.8,2610.0,89.0,209.3,66.3,18.9,Balanced
53,22.9,1054.0,39.6,224.4,43.3,8.4,Low Nutrition Intake
51,36.7,2025.0,76.0,192.4,75.0,23.6,Balanced
48,38.0,1116.0,27.6,228.5,35.4,18.8,Low Nutrition Intake
27,33.9,2559.0,92.3,238.7,30.0,26.9,Balanced
36,21.7,3661.0,71.4,280.5,91.5,15.1,High Calorie Intake
49,18.4,2577.0,31.0,375.1,89.3,24.9,High Calorie Intake
18,26.4,1474.0,50.6,185.8,41.1,7.4,Low Nutrition Intake
22,26.1,1880.0,93.2,268.4,59.4,27.9,Balanced
62,23.1,3122.0,103.9,388.2,83.7,15.4,High Calorie Intake
21,23.3,1596.0,56.9,133.5,43.0,10.4,Low Nutrition Intake
33,31.1,1314.0,55.2,216.1,31.9,13.4,Low Nutrition Intake
41,14.6,1321.0,79.7,199.7,29.9,19.3,Low Nutrition Intake
33,36.3,2503.0,103.1,343.5,74.9,22.9,Balanced
19,28.9,1401.0,41.5,175.9,54.9,14.0,Low Nutrition Intake
45,29.6,3280.0,82.8,325.1,70.7,9.8,High Calorie Intake
49,24.7,2039.0,79.9,234.1,74.8,21.8,Balanced
44,12.7,2217.0,79.6,329.4,51.3,38.3,Balanced
37,25.0,1307.0,28.9,182.4,78.9,17.6,Low Nutrition Intake
41,30.7,2307.0,89.1,229.2,69.6,25.0,Balanced
29,35.8,2620.0,76.5,244.9,48.7,25.8,Balanced
52,17.1,3050.0,52.8,402.7,109.7,21.1,High Calorie Intake
50,38.6,3362.0,73.5,328.2,88.4,24.8,High Calorie Intake
50,39.9,2193.0,102.4,279.9,75.6,30.6,Balanced
60,32.9,2534.0,76.9,318.2,99.3,19.2,High Calorie Intake
54,32.0,2601.0,80.9,305.1,127.9,12.7,High Calorie Intake
29,28.1,2601.0,49.0,351.0,66.8,13.3,High Calorie Intake
20,25.5,1714.0,42.7,148.8,42.7,14.6,Low Nutrition Intake
18,15.6,1920.0,54.5,200.7,50.9,13.5,Low Nutrition Intake
50,26.6,1432.0,64.9,132.8,51.6,13.6,Low Nutrition Intake
57,18.5,2074.0,70.3,266.1,64.4,22.5,Balanced
27,25.6,1967.0,51.3,231.0,57.8,25.9,Balanced
60,19.3,2660.0,69.4,219.1,55.0,25.9,Balanced
61,21.3,3150.0,83.7,421.4,124.4,14.6,High Calorie Intake
46,19.3,3648.0,66.3,385.5,130.9,18.8,High Calorie Intake
30,17.2,2188.0,72.1,423.1,78.1,19.8,High Calorie Intake
29,33.3,2251.0,94.6,232.3,78.9,26.0,Balanced
48,31.8,2609.0,117.0,321.5,71.7,38.9,Balanced
63,17.2,1595.0,34.1,188.6,49.1,17.3,Low Nutrition Intake
19,29.9,1180.0,31.9,178.1,46.4,16.7,Low Nutrition Intake
52,22.1,1484.0,35.0,250.8,27.1,19.2,Low Nutrition Intake
40,22.6,2342.0,95.9,242.2,63.0,25.3,Balanced
34,19.1,2026.0,81.2,323.2,46.8,21.1,Balanced
43,24.9,2690.0,70.5,373.2,120.4,16.2,High Calorie Intake
25,26.6,1523.0,49.8,198.6,48.4,13.5,Low Nutrition Intake
46,34.8,3510.0,112.7,415.3,109.6,19.1,High Calorie Intake
43,15.7,1864.0,80.5,230.7,72.1,20.6,Balanced
27,16.1,1367.0,22.5,148.9,44.3,10.5,Low Nutrition Intake
43,21.5,2427.0,64.6,278.1,54.3,27.3,Balanced
51,26.0,1082.0,39.6,160.4,50.6,15.8,Low Nutrition Intake
58,18.5,1830.0,75.2,229.1,78.3,32.6,Balanced
24,17.8,1775.0,89.6,227.1,61.5,25.2,Balanced
21,37.7,1886.0,33.0,219.2,25.9,9.0,Low Nutrition Intake
62,39.6,1457.0,45.3,90.9,53.9,5.4,Low Nutrition Intake
28,19.4,2112.0,96.6,348.4,59.9,16.4,Balanced
46,40.2,3389.0,85.8,355.6,92.7,12.4,High Calorie Intake
53,19.0,2060.0,82.4,237.4,58.8,28.8,Balanced
42,25.6,2446.0,66.0,296.2,107.2,6.3,High Calorie Intake
38,22.9,2381.0,59.6,189.1,59.9,35.3,Balanced
53,24.4,3192.0,41.2,312.8,97.1,27.2,High Calorie Intake
27,36.8,2631.0,57.1,456.4,108.9,21.3,High Calorie Intake
54,27.9,1961.0,76.6,312.6,63.0,31.7,Balanced
26,24.6,2251.0,63.4,259.3,78.7,29.0,Balanced
41,27.8,2936.0,41.7,290.2,73.3,13.4,High Calorie Intake
52,21.4,2052.0,57.3,300.9,47.3,16.8,Balanced
52,35.8,2173.0,91.6,342.2,73.2,34.5,Balanced
53,21.1,1159.0,70.9,124.8,34.0,16.2,Low Nutrition Intake
35,28.0,2404.0,57.2,325.7,98.8,23.1,High Calorie Intake
56,25.8,2956.0,64.6,235.8,114.3,20.0,High Calorie Intake
49,31.0,1042.0,44.2,196.8,51.6,11.1,Low Nutrition Intake
41,15.1,1922.0,71.6,311.4,79.6,24.9,Balanced
40,35.7,2415.0,44.8,291.7,49.3,35.6,Balanced
49,16.7,1195.0,34.8,209.7,47.9,12.2,Low Nutrition Intake
54,31.1,3076.0,79.9,399.7,96.9,18.5,High Calorie Intake
29,37.1,1788.0,30.3,160.6,40.3,9.8,Low Nutrition Intake
30,39.9,1017.0,58.1,112.0,35.2,17.0,Low Nutrition Intake
40,31.8,2219.0,72.6,216.1,69.8,19.1,Balanced
42,26.1,3040.0,74.3,387.6,92.2,26.2,High Calorie Intake
52,20.0,1536.0,41.7,199.2,30.7,12.5,Low Nutrition Intake
58,27.3,2772.0,67.3,256.9,58.6,18.8,Balanced
47,21.9,2259.0,78.5,296.4,76.3,30.4,Balanced
34,29.2,1230.0,52.7,213.3,27.7,12.7,Low Nutrition Intake
37,20.3,1101.0,53.0,213.3,57.2,13.1,Low Nutrition Intake
42,16.7,2267.0,91.8,229.8,52.3,20.7,Balanced
39,33.7,1366.0,34.6,166.2,50.6,13.6,Low Nutrition Intake
30,19.7,3054.0,63.2,349.2,110.7,16.6,High Calorie Intake
36,39.2,3215.0,92.8,345.4,122.2,10.6,High Calorie Intake
53,19.9,3655.0,59.4,414.5,83.3,15.2,High Calorie Intake
29,14.4,1821.0,35.2,267.1,39.9,17.9,Low Nutrition Intake
58,26.5,3087.0,79.3,308.7,95.5,22.0,High Calorie Intake
36,14.2,2060.0,79.9,198.1,57.5,31.7,Balanced
29,18.5,1817.0,88.0,267.1,61.7,23.3,Balanced
26,29.1,1332.0,40.2,222.5,34.8,21.2,Low Nutrition Intake
24,14.3,1522.0,38.1,224.1,47.5,7.4,Low Nutrition Intake
45,38.1,1881.0,76.4,196.7,94.3,29.9,Balanced
31,19.0,2147.0,73.2,236.0,37.5,14.6,Balanced
48,23.1,1906.0,63.9,169.8,50.9,16.0,Low Nutrition Intake
36,38.6,2312.0,58.0,187.7,81.6,13.1,Balanced
64,21.8,1414.0,40.6,173.9,43.8,11.3,Low Nutrition Intake
33,14.5,2253.0,80.0,343.9,45.6,25.2,Balanced
22,29.0,2262.0,74.4,206.5,82.6,27.0,Balanced
52,25.5,2519.0,79.0,465.1,104.3,16.0,High Calorie Intake
29,33.8,3483.0,56.5,466.4,124.5,11.4,High Calorie Intake
42,18.2,1976.0,70.7,186.7,68.6,19.7,Balanced
38,34.9,2227.0,59.9,296.9,75.3,20.8,Balanced
53,34.0,2244.0,79.2,319.3,50.5,24.1,Balanced
40,30.9,2732.0,72.7,406.7,92.0,14.2,High Calorie Intake
33,41.0,2401.0,97.0,279.7,63.1,23.6,Balanced
56,18.8,1582.0,47.7,132.3,46.9,10.6,Low Nutrition Intake
62,28.9,1110.0,25.0,182.4,27.8,4.7,Low Nutrition Intake
59,22.3,2057.0,71.1,254.0,56.2,36.0,Balanced
56,24.4,2285.0,71.0,257.5,84.8,30.7,Balanced
31,24.2,2475.0,56.4,340.9,96.2,13.0,High Calorie Intake
48,20.0,1458.0,53.8,221.6,36.1,7.5,Low Nutrition Intake
22,29.3,1879.0,70.7,210.2,81.0,17.9,Balanced
52,30.0,3160.0,45.1,412.9,102.2,23.6,High Calorie Intake
40,15.7,2565.0,63.0,361.5,101.9,14.3,High Calorie Intake
46,17.6,2065.0,73.2,177.2,78.9,42.2,Balanced
60,36.3,2228.0,62.1,218.6,73.6,27.3,Balanced
28,37.2,2076.0,88.5,177.4,75.6,26.4,Balanced
35,39.1,2611.0,49.1,386.1,133.1,14.9,High Calorie Intake
64,28.6,1245.0,47.3,253.7,45.2,16.2,Low Nutrition Intake
29,40.8,3366.0,79.6,341.0,70.1,11.4,High Calorie Intake
26,27.8,1863.0,87.2,291.9,67.5,17.4,Balanced
27,17.6,2615.0,72.2,284.1,65.7,26.3,Balanced
61,21.7,1586.0,36.6,235.7,21.0,9.8,Low Nutrition Intake
34,29.4,2486.0,86.3,361.6,66.0,35.2,Balanced
55,29.7,1667.0,58.2,295.8,40.6,23.8,Balanced
24,14.0,1730.0,51.0,190.4,34.6,14.8,Low Nutrition Intake
63,27.0,2300.0,68.7,274.9,80.1,23.7,Balanced
30,32.4,2973.0,79.7,407.6,122.6,10.9,High Calorie Intake
57,22.3,2012.0,71.1,223.8,39.8,5.5,Balanced
59,20.1,3356.0,47.1,458.3,119.8,14.0,High Calorie Intake
26,23.0,1598.0,50.1,151.4,39.8,10.1,Low Nutrition Intake
44,19.9,2320.0,68.0,256.1,63.0,25.7,Balanced
19,22.0,1849.0,42.1,232.6,45.8,19.7,Low Nutrition Intake
22,19.7,2062.0,87.7,257.6,23.1,18.5,Balanced
46,16.1,3148.0,80.3,315.3,109.4,18.5,High Calorie Intake
54,39.8,2141.0,88.2,283.7,64.5,21.9,Balanced
55,20.0,1700.0,50.6,141.6,42.7,9.4,Low Nutrition Intake
36,29.9,1899.0,68.9,261.8,70.2,22.5,Balanced
25,30.6,2055.0,71.0,301.9,25.1,23.1,Balanced
62,22.9,2552.0,85.2,310.7,36.5,17.5,Balanced
18,27.2,3125.0,96.8,322.9,97.2,18.0,High Calorie Intake
39,26.7,2456.0,80.3,246.2,114.8,11.0,High Calorie Intake
34,31.6,2034.0,87.1,277.9,64.9,30.8,Balanced
24,24.3,1708.0,80.9,228.4,77.9,29.1,Balanced
42,27.6,1624.0,64.7,229.4,38.1,14.0,Low Nutrition Intake
62,22.6,1594.0,46.6,214.7,15.0,21.5,Low Nutrition Intake
21,27.2,2166.0,55.3,223.4,35.2,18.5,Balanced
53,14.9,2113.0,99.2,276.4,68.3,18.2,Balanced
23,30.4,1936.0,67.5,231.8,60.1,23.3,Balanced
48,26.1,2062.0,68.6,265.4,60.6,15.4,Balanced
36,19.5,1458.0,43.6,134.7,32.9,16.4,Low Nutrition Intake
61,28.1,1855.0,60.6,247.0,73.7,35.9,Balanced
56,21.3,1608.0,58.0,202.1,31.8,16.6,Low Nutrition Intake
44,25.6,1429.0,49.5,156.9,45.6,13.5,Low Nutrition Intake
27,20.6,3029.0,70.6,366.1,114.7,14.0,High Calorie Intake
43,37.0,1069.0,22.5,196.5,34.6,7.1,Low Nutrition Intake
36,19.9,2178.0,76.7,240.0,68.5,32.9,Balanced
56,20.2,1758.0,46.7,187.0,41.9,15.2,Low Nutrition Intake
20,14.9,2859.0,74.8,301.3,106.6,18.4,High Calorie Intake
62,15.6,2023.0,76.7,215.5,47.5,26.3,Balanced
30,27.1,1275.0,23.7,151.1,28.4,17.1,Low Nutrition Intake
45,18.3,2197.0,65.8,236.5,83.4,30.6,Balanced
37,39.7,2570.0,90.6,376.0,121.0,15.2,High Calorie Intake
45,15.5,3353.0,53.4,367.2,129.3,4.0,High Calorie Intake
25,30.0,1439.0,40.3,214.0,52.8,16.9,Low Nutrition Intake
58,24.6,3032.0,72.6,362.9,109.2,23.3,High Calorie Intake
56,17.0,2668.0,65.6,376.2,125.0,17.1,High Calorie Intake
18,19.1,3284.0,88.5,409.6,83.7,24.3,High Calorie Intake
20,22.1,2517.0,78.9,204.7,43.2,26.5,Balanced
30,27.2,1968.0,54.0,196.8,58.4,26.2,Balanced
45,24.6,2515.0,84.8,244.7,70.3,26.7,Balanced
42,30.2,3201.0,71.4,431.8,121.5,16.4,High Calorie Intake
50,29.7,2119.0,90.9,231.5,43.9,15.9,Balanced
55,18.0,1943.0,87.2,243.1,67.9,22.0,Balanced
23,31.1,2023.0,63.6,256.3,62.5,27.5,Balanced
61,33.9,3048.0,68.8,304.7,126.4,15.6,High Calorie Intake
62,24.4,2977.0,97.6,425.4,113.9,16.0,High Calorie Intake
49,28.0,1447.0,47.9,204.2,60.5,23.9,Low Nutrition Intake
62,22.4,3049.0,37.5,332.4,141.2,19.6,High Calorie Intake
64,33.5,2261.0,75.7,212.4,88.5,20.1,Balanced
38,26.8,3198.0,51.2,369.2,124.9,14.8,High Calorie Intake
33,26.2,2054.0,78.1,206.6,43.7,29.3,Balanced
38,36.2,2040.0,87.9,304.7,81.8,15.3,Balanced
28,23.0,2713.0,80.6,407.7,150.0,11.5,High Calorie Intake
54,17.2,1730.0,49.5,132.6,33.4,15.1,Low Nutrition Intake
53,33.4,2371.0,38.8,291.9,110.2,13.6,High Calorie Intake
52,33.9,1989.0,69.8,203.0,58.6,14.1,Balanced
36,17.4,2459.0,101.7,167.0,58.4,22.6,Balanced
37,20.8,2105.0,92.0,241.4,63.8,42.9,Balanced
35,15.2,2121.0,102.7,280.1,57.2,20.7,Balanced
64,19.2,2148.0,62.2,225.4,59.1,26.8,Balanced
58,27.4,1888.0,39.2,206.2,20.5,18.2,Low Nutrition Intake
31,23.8,1037.0,54.6,187.2,38.6,12.8,Low Nutrition Intake
32,18.6,1138.0,30.0,219.3,40.1,12.8,Low Nutrition Intake
48,29.6,3101.0,73.6,340.4,154.2,19.7,High Calorie Intake
18,18.1,2993.0,63.8,427.6,89.2,11.6,High Calorie Intake
20,27.9,2590.0,78.4,229.5,65.1,30.1,Balanced
33,27.1,3161.0,87.6,317.5,124.0,15.1,High Calorie Intake
40,29.9,2173.0,94.9,288.1,69.9,13.1,Balanced
28,37.6,2138.0,67.0,288.4,78.9,23.2,Balanced
29,13.3,2723.0,96.9,349.8,81.1,11.8,High Calorie Intake
27,42.6,2761.0,58.2,422.3,61.0,11.6,High Calorie Intake
49,26.2,2138.0,80.9,327.7,86.6,15.4,Balanced
33,34.1,2301.0,72.4,346.3,81.2,16.1,High Calorie Intake
25,30.5,1505.0,34.9,168.2,30.9,12.4,Low Nutrition Intake
55,24.0,3134.0,54.8,348.0,97.0,16.0,High Calorie Intake
29,24.6,1516.0,69.5,210.0,47.2,12.9,Low Nutrition Intake
41,18.8,1895.0,70.6,231.6,70.5,15.1,Balanced
45,22.3,2304.0,76.4,289.3,54.9,19.6,Balanced
25,18.0,2044.0,72.0,292.3,76.2,36.4,Balanced
45,25.2,1331.0,15.0,175.7,42.8,16.9,Low Nutrition Intake
53,34.0,3053.0,64.1,465.7,84.3,14.6,High Calorie Intake
43,24.1,1191.0,45.2,245.6,38.3,13.5,Low Nutrition Intake
25,15.2,1709.0,74.0,306.0,61.5,23.1,Balanced
45,39.6,1715.0,41.2,235.2,24.6,16.7,Low Nutrition Intake
45,36.6,2578.0,92.1,185.3,56.1,23.5,Balanced
54,38.4,2413.0,59.4,219.2,42.5,20.0,Balanced
58,42.3,1825.0,100.4,234.1,74.7,25.1,Balanced
53,24.7,1451.0,37.9,217.0,41.9,14.4,Low Nutrition Intake
44,41.6,1308.0,39.8,210.6,42.8,14.5,Low Nutrition Intake
34,16.9,1954.0,105.2,240.8,64.6,23.9,Balanced
26,21.0,3615.0,67.3,360.9,107.4,12.5,High Calorie Intake
50,24.6,2988.0,109.9,395.0,110.3,12.4,High Calorie Intake
37,19.0,1860.0,68.3,219.8,47.8,13.1,Low Nutrition Intake
30,20.8,2252.0,66.3,215.0,44.2,27.5,Balanced
45,23.2,1119.0,39.0,187.9,51.9,11.7,Low Nutrition Intake
46,32.0,1717.0,56.3,152.5,53.5,12.9,Low Nutrition Intake
30,24.0,2020.0,74.1,259.9,59.2,20.0,Balanced
63,18.2,1955.0,79.9,253.6,72.4,25.3,Balanced
52,40.7,1468.0,52.1,239.7,57.5,19.4,Low Nutrition Intake
23,27.1,1659.0,70.0,205.3,43.9,23.0,Low Nutrition Intake
35,19.3,900.0,42.4,233.8,51.8,24.3,Low Nutrition Intake
22,28.2,2987.0,65.1,363.4,111.4,24.1,High Calorie Intake
64,18.1,3506.0,71.1,392.7,92.8,13.5,High Calorie Intake
42,19.1,1701.0,64.2,165.6,42.9,13.0,Low Nutrition Intake
19,39.5,1657.0,40.3,122.6,52.0,12.8,Low Nutrition Intake
27,24.9,2882.0,79.0,397.6,114.1,7.9,High Calorie Intake
47,24.1,3139.0,41.5,418.5,127.4,9.2,High Calorie Intake
62,35.5,2235.0,92.8,242.0,74.4,8.3,Balanced
22,25.9,1714.0,45.4,181.0,51.8,20.9,Low Nutrition Intake
50,14.1,1567.0,64.3,135.6,48.0,13.5,Low Nutrition Intake
18,20.0,1945.0,51.0,284.5,77.3,33.1,Balanced
35,17.9,2456.0,67.2,311.6,84.5,23.4,Balanced
49,25.2,1457.0,33.8,241.8,21.9,16.1,Low Nutrition Intake
64,27.7,1995.0,62.5,185.0,62.0,17.4,Balanced
28,15.9,1464.0,66.2,197.0,64.0,10.1,Low Nutrition Intake
38,36.8,2514.0,55.6,376.7,159.5,7.7,High Calorie Intake
43,24.6,2311.0,68.2,251.0,47.4,30.3,Balanced
42,25.2,1439.0,58.0,196.1,16.8,18.4,Low Nutrition Intake
39,24.5,1627.0,51.8,223.3,52.3,33.4,Balanced
44,30.4,2105.0,95.5,237.3,69.4,27.8,Balanced
30,16.5,3187.0,64.6,361.1,99.0,7.7,High Calorie Intake
50,25.0,2128.0,72.6,283.2,66.3,33.0,Balanced
51,29.0,1467.0,38.3,192.0,48.7,6.9,Low Nutrition Intake
58,21.3,2707.0,60.9,400.5,115.5,16.5,High Calorie Intake
52,30.9,900.0,25.2,181.6,34.0,14.0,Low Nutrition Intake
18,30.0,2790.0,96.5,265.3,111.1,20.1,High Calorie Intake
38,20.9,2332.0,89.0,297.2,56.5,18.4,Balanced
23,17.8,1621.0,72.9,228.9,81.3,23.3,Balanced
45,23.6,1203.0,30.7,259.6,39.7,10.9,Low Nutrition Intake
34,19.5,2182.0,104.6,244.4,74.6,32.1,Balanced
22,18.9,2307.0,61.8,433.1,91.0,18.1,High Calorie Intake
48,34.9,2692.0,64.9,351.6,117.7,17.0,High Calorie Intake
22,34.4,1474.0,75.1,250.9,16.2,12.2,Low Nutrition Intake
55,32.1,2032.0,38.1,263.1,34.9,13.1,Low Nutrition Intake
20,26.8,3244.0,70.6,404.7,136.5,19.8,High Calorie Intake
40,24.6,2998.0,98.8,423.8,90.3,25.9,High Calorie Intake
54,32.5,1604.0,42.4,119.3,23.5,20.8,Low Nutrition Intake
54,20.6,2602.0,79.2,189.2,49.8,15.3,Balanced
27,36.5,1718.0,106.4,342.4,49.3,24.9,Balanced
27,32.8,2513.0,71.8,462.0,126.6,20.0,High Calorie Intake
36,27.8,1403.0,60.1,212.6,44.8,13.5,Low Nutrition Intake
34,28.9,1526.0,48.5,171.0,30.7,10.0,Low Nutrition Intake
38,32.9,2633.0,69.0,362.4,92.6,12.5,High Calorie Intake
31,25.5,1520.0,61.5,189.6,39.1,10.3,Low Nutrition Intake
26,22.2,2092.0,94.7,301.5,78.6,30.6,Balanced
63,26.9,2264.0,83.6,269.8,59.2,25.5,Balanced
18,19.1,2206.0,86.9,264.0,94.5,17.7,Balanced
62,35.1,2346.0,77.4,260.1,53.6,31.1,Balanced
30,44.1,2320.0,89.7,266.8,60.5,24.6,Balanced
21,16.3,1554.0,20.9,220.6,69.1,15.9,Low Nutrition Intake
18,37.2,2077.0,75.7,288.3,61.4,30.2,Balanced
57,37.5,2891.0,99.4,464.3,98.4,15.6,High Calorie Intake
49,40.2,2942.0,71.9,332.6,83.3,22.2,High Calorie Intake
51,38.1,1712.0,57.9,187.6,62.7,13.9,Low Nutrition Intake
45,32.7,1657.0,28.3,182.0,38.1,13.7,Low Nutrition Intake
48,35.5,1132.0,53.4,226.0,31.1,9.4,Low Nutrition Intake
25,38.8,1950.0,84.9,236.1,63.1,18.6,Balanced
56,16.5,2665.0,79.0,306.0,71.9,24.7,Balanced
43,29.0,2126.0,67.8,242.0,50.9,18.3,Balanced
51,29.9,1951.0,48.3,241.3,30.5,9.0,Low Nutrition Intake
20,17.4,1215.0,39.9,191.3,38.2,10.9,Low Nutrition Intake
29,26.9,2173.0,80.5,288.1,85.6,22.8,Balanced
18,29.0,2466.0,78.9,198.9,90.0,38.6,Balanced
61,20.6,1599.0,46.1,180.5,34.4,18.8,Low Nutrition Intake
22,29.6,2146.0,101.4,261.4,59.2,21.4,Balanced
47,29.2,1272.0,51.2,144.7,30.2,19.3,Low Nutrition Intake
47,20.8,2625.0,85.8,276.8,134.0,9.6,High Calorie Intake
34,14.7,2652.0,82.9,393.5,122.9,9.6,High Calorie Intake
64,15.3,1381.0,37.6,151.1,47.2,17.8,Low Nutrition Intake
40,20.7,1369.0,63.3,162.5,58.0,16.2,Low Nutrition Intake
32,35.4,1832.0,105.7,242.2,81.9,25.9,Balanced
54,25.3,1540.0,55.8,219.6,35.9,16.1,Low Nutrition Intake
38,27.9,2269.0,81.0,251.9,68.0,36.8,Balanced
31,16.4,2850.0,91.3,349.0,87.4,32.4,High Calorie Intake
19,26.1,2290.0,85.9,283.8,84.7,27.4,Balanced
28,30.4,3228.0,55.1,429.2,100.3,19.4,High Calorie Intake
56,35.5,1704.0,86.8,170.3,61.1,14.8,Balanced
55,17.3,1602.0,45.8,163.0,57.2,10.4,Low Nutrition Intake
51,29.9,1919.0,80.2,291.7,87.7,13.4,High Calorie Intake
55,16.6,1780.0,71.1,203.8,67.3,17.6,Balanced
51,22.7,2158.0,94.3,291.3,63.9,19.1,Balanced
35,31.5,1488.0,36.7,197.0,19.4,17.2,Low Nutrition Intake
47,16.7,1458.0,71.5,235.7,46.8,13.5,Low Nutrition Intake
32,18.9,2702.0,87.1,368.5,128.4,18.0,High Calorie Intake
