Food_ID,Food_Name,Food_Category,Cuisine,Vegetarian,Serving_Size,Calories,Protein,Carbohydrates,Fat,Fiber,Sugar,Meal_Type,Preparation_Type,User_Preference
1168,Whole Wheat Pasta (Traditional),Grains and Cereals,Italian,1,1 cup (140g),189,7.4,38.1,0.8,6.2,1.2,Dinner,Boiled,Muscle Gain
1169,Cornflakes with Milk,Grains and Cereals,Global,1,1 bowl (200g),173,7.1,33.4,1.2,1.5,8.4,Breakfast,Raw,Energy Booster
1170,Cornflakes with Milk (Light Spiced),Grains and Cereals,Global,1,1 bowl (200g),172,7.0,33.2,1.2,1.5,8.3,Breakfast,Raw,Energy Booster
1171,Cornflakes with Milk (Homestyle),Grains and Cereals,Global,1,1 bowl (200g),177,7.5,34.2,1.1,1.6,8.3,Breakfast,Raw,Energy Booster
1172,Cornflakes with Milk (Low Sodium),Grains and Cereals,Global,1,1 bowl (200g),175,7.2,33.8,1.2,1.5,8.4,Breakfast,Raw,Energy Booster
1173,Cornflakes with Milk (Extra Portion),Grains and Cereals,Global,1,1 bowl (200g),219,9.0,42.4,1.5,1.9,10.6,Breakfast,Raw,Energy Booster
1174,Cornflakes with Milk (Half Portion),Grains and Cereals,Global,1,1 bowl (200g),98,4.0,19.0,0.7,0.8,4.8,Breakfast,Raw,Energy Booster
1175,Cornflakes with Milk (With Olive Oil),Grains and Cereals,Global,1,1 bowl (200g),183,7.5,34.6,1.6,1.6,8.7,Breakfast,Raw,Energy Booster
1176,Cornflakes with Milk (Steamed),Grains and Cereals,Global,1,1 bowl (200g),165,7.4,31.7,1.0,1.6,7.7,Breakfast,Raw,Energy Booster
1177,Cornflakes with Milk (Nutrient Dense),Grains and Cereals,Global,1,1 bowl (200g),184,8.3,34.8,1.3,1.8,8.5,Breakfast,Raw,Energy Booster
1178,Cornflakes with Milk (Mild Flavor),Grains and Cereals,Global,1,1 bowl (200g),174,7.1,33.9,1.1,1.5,8.3,Breakfast,Raw,Energy Booster
1179,Cornflakes with Milk (Herb Infused),Grains and Cereals,Global,1,1 bowl (200g),177,7.4,34.2,1.2,1.6,8.5,Breakfast,Raw,Energy Booster
1180,Cornflakes with Milk (Traditional),Grains and Cereals,Global,1,1 bowl (200g),177,7.0,34.6,1.2,1.5,8.7,Breakfast,Raw,Energy Booster
1181,Yellow Moong Dal,Pulses and Legumes,Indian,1,1 katori (150g),149,9.3,22.3,2.5,5.5,1.2,Lunch,Boiled,Balanced
1182,Yellow Moong Dal (Light Spiced),Pulses and Legumes,Indian,1,1 katori (150g),150,9.3,22.2,2.7,5.6,1.2,Lunch,Boiled,Balanced
1183,Yellow Moong Dal (Homestyle),Pulses and Legumes,Indian,1,1 katori (150g),149,9.7,22.2,2.4,5.8,1.2,Lunch,Boiled,Balanced
1184,Yellow Moong Dal (Low Sodium),Pulses and Legumes,Indian,1,1 katori (150g),143,9.0,21.3,2.4,5.3,1.1,Lunch,Boiled,Balanced
1185,Yellow Moong Dal (Extra Portion),Pulses and Legumes,Indian,1,1 katori (150g),183,11.4,27.3,3.1,6.7,1.5,Lunch,Boiled,Balanced
1186,Yellow Moong Dal (Half Portion),Pulses and Legumes,Indian,1,1 katori (150g),81,5.0,12.0,1.4,2.9,0.7,Lunch,Boiled,Balanced
1187,Yellow Moong Dal (With Olive Oil),Pulses and Legumes,Indian,1,1 katori (150g),159,9.6,22.5,3.4,5.8,1.2,Lunch,Boiled,Balanced
1188,Yellow Moong Dal (Steamed),Pulses and Legumes,Indian,1,1 katori (150g),139,9.5,20.6,2.1,5.9,1.1,Lunch,Boiled,Balanced
1189,Yellow Moong Dal (Nutrient Dense),Pulses and Legumes,Indian,1,1 katori (150g),157,10.7,22.7,2.6,6.4,1.2,Lunch,Boiled,Balanced
1190,Yellow Moong Dal (Mild Flavor),Pulses and Legumes,Indian,1,1 katori (150g),146,9.1,21.9,2.4,5.4,1.2,Lunch,Boiled,Balanced
1191,Yellow Moong Dal (Herb Infused),Pulses and Legumes,Indian,1,1 katori (150g),148,9.4,22.1,2.5,5.8,1.2,Lunch,Boiled,Balanced
1192,Yellow Moong Dal (Traditional),Pulses and Legumes,Indian,1,1 katori (150g),147,8.9,22.1,2.6,5.2,1.2,Lunch,Boiled,Balanced
1193,Masoor Dal,Pulses and Legumes,Indian,1,1 katori (150g),154,9.9,23.6,2.2,5.7,1.0,Lunch,Boiled,Muscle Gain
1194,Masoor Dal (Light Spiced),Pulses and Legumes,Indian,1,1 katori (150g),162,10.4,24.6,2.4,6.1,1.0,Lunch,Boiled,Muscle Gain
1195,Masoor Dal (Homestyle),Pulses and Legumes,Indian,1,1 katori (150g),153,10.3,23.4,2.0,6.1,0.9,Lunch,Boiled,Muscle Gain
1196,Masoor Dal (Low Sodium),Pulses and Legumes,Indian,1,1 katori (150g),158,10.3,24.3,2.2,5.9,1.0,Lunch,Boiled,Muscle Gain
1197,Masoor Dal (Extra Portion),Pulses and Legumes,Indian,1,1 katori (150g),196,12.7,30.1,2.8,7.3,1.3,Lunch,Boiled,Muscle Gain
1198,Masoor Dal (Half Portion),Pulses and Legumes,Indian,1,1 katori (150g),84,5.4,12.8,1.2,3.1,0.5,Lunch,Boiled,Muscle Gain
1199,Masoor Dal (With Olive Oil),Pulses and Legumes,Indian,1,1 katori (150g),169,10.6,24.7,3.1,6.3,1.0,Lunch,Boiled,Muscle Gain
1200,Masoor Dal (Steamed),Pulses and Legumes,Indian,1,1 katori (150g),154,10.8,23.3,1.9,6.5,0.9,Lunch,Boiled,Muscle Gain
1201,Masoor Dal (Nutrient Dense),Pulses and Legumes,Indian,1,1 katori (150g),174,12.3,25.9,2.4,7.2,1.0,Lunch,Boiled,Muscle Gain
1202,Masoor Dal (Mild Flavor),Pulses and Legumes,Indian,1,1 katori (150g),159,10.3,24.6,2.1,5.9,1.0,Lunch,Boiled,Muscle Gain
1203,Masoor Dal (Herb Infused),Pulses and Legumes,Indian,1,1 katori (150g),162,10.6,24.7,2.3,6.4,1.0,Lunch,Boiled,Muscle Gain
1204,Masoor Dal (Traditional),Pulses and Legumes,Indian,1,1 katori (150g),155,9.7,24.0,2.2,5.5,1.0,Lunch,Boiled,Muscle Gain
1205,Toor Dal,Pulses and Legumes,Indian,1,1 katori (150g),164,8.8,25.5,3.0,5.0,1.1,Lunch,Boiled,Balanced
1206,Toor Dal (Light Spiced),Pulses and Legumes,Indian,1,1 katori (150g),163,8.6,25.1,3.1,5.0,1.1,Lunch,Boiled,Balanced
1207,Toor Dal (Homestyle),Pulses and Legumes,Indian,1,1 katori (150g),159,8.9,24.8,2.7,5.2,1.0,Lunch,Boiled,Balanced
1208,Toor Dal (Low Sodium),Pulses and Legumes,Indian,1,1 katori (150g),159,8.6,24.6,2.9,4.9,1.0,Lunch,Boiled,Balanced
1209,Toor Dal (Extra Portion),Pulses and Legumes,Indian,1,1 katori (150g),203,10.9,31.6,3.7,6.2,1.4,Lunch,Boiled,Balanced
1210,Toor Dal (Half Portion),Pulses and Legumes,Indian,1,1 katori (150g),93,5.0,14.4,1.7,2.8,0.6,Lunch,Boiled,Balanced
1211,Toor Dal (With Olive Oil),Pulses and Legumes,Indian,1,1 katori (150g),172,8.8,25.1,4.0,5.2,1.1,Lunch,Boiled,Balanced
1212,Toor Dal (Steamed),Pulses and Legumes,Indian,1,1 katori (150g),159,9.4,24.6,2.6,5.6,1.0,Lunch,Boiled,Balanced
1213,Toor Dal (Nutrient Dense),Pulses and Legumes,Indian,1,1 katori (150g),177,10.4,26.7,3.2,6.0,1.1,Lunch,Boiled,Balanced
1214,Toor Dal (Mild Flavor),Pulses and Legumes,Indian,1,1 katori (150g),162,8.7,25.4,2.8,5.0,1.1,Lunch,Boiled,Balanced
1215,Toor Dal (Herb Infused),Pulses and Legumes,Indian,1,1 katori (150g),171,9.3,26.5,3.1,5.5,1.1,Lunch,Boiled,Balanced
1216,Toor Dal (Traditional),Pulses and Legumes,Indian,1,1 katori (150g),172,8.9,26.8,3.2,5.0,1.2,Lunch,Boiled,Balanced
1217,Chana Dal,Pulses and Legumes,Indian,1,1 katori (150g),175,9.8,26.1,3.5,6.2,1.3,Lunch,Boiled,Diabetes-Friendly
1218,Chana Dal (Light Spiced),Pulses and Legumes,Indian,1,1 katori (150g),178,9.9,26.3,3.7,6.4,1.3,Lunch,Boiled,Diabetes-Friendly
1219,Chana Dal (Homestyle),Pulses and Legumes,Indian,1,1 katori (150g),168,9.8,25.0,3.2,6.4,1.2,Lunch,Boiled,Diabetes-Friendly
1220,Chana Dal (Low Sodium),Pulses and Legumes,Indian,1,1 katori (150g),171,9.7,25.4,3.4,6.1,1.3,Lunch,Boiled,Diabetes-Friendly
1221,Chana Dal (Extra Portion),Pulses and Legumes,Indian,1,1 katori (150g),224,12.6,33.4,4.5,8.0,1.7,Lunch,Boiled,Diabetes-Friendly
1222,Chana Dal (Half Portion),Pulses and Legumes,Indian,1,1 katori (150g),96,5.4,14.4,1.9,3.4,0.7,Lunch,Boiled,Diabetes-Friendly
1223,Chana Dal (With Olive Oil),Pulses and Legumes,Indian,1,1 katori (150g),187,10.0,26.1,4.7,6.5,1.3,Lunch,Boiled,Diabetes-Friendly
1224,Chana Dal (Steamed),Pulses and Legumes,Indian,1,1 katori (150g),169,10.4,25.1,3.0,6.9,1.2,Lunch,Boiled,Diabetes-Friendly
1225,Chana Dal (Nutrient Dense),Pulses and Legumes,Indian,1,1 katori (150g),185,11.3,26.6,3.7,7.2,1.3,Lunch,Boiled,Diabetes-Friendly
1226,Chana Dal (Mild Flavor),Pulses and Legumes,Indian,1,1 katori (150g),173,9.8,26.1,3.3,6.2,1.3,Lunch,Boiled,Diabetes-Friendly
1227,Chana Dal (Herb Infused),Pulses and Legumes,Indian,1,1 katori (150g),178,10.1,26.3,3.6,6.7,1.3,Lunch,Boiled,Diabetes-Friendly
1228,Chana Dal (Traditional),Pulses and Legumes,Indian,1,1 katori (150g),181,9.8,27.1,3.7,6.1,1.4,Lunch,Boiled,Diabetes-Friendly
1229,Chickpeas Curry (Chole),Pulses and Legumes,Indian,1,1 cup (200g),236,11.3,33.3,6.4,7.6,2.4,Lunch,Cooked,Muscle Gain
1230,Chickpeas Curry (Chole) (Light Spiced),Pulses and Legumes,Indian,1,1 cup (200g),250,11.8,34.9,7.0,8.2,2.6,Lunch,Cooked,Muscle Gain
1231,Chickpeas Curry (Chole) (Homestyle),Pulses and Legumes,Indian,1,1 cup (200g),228,11.4,32.5,5.8,8.0,2.3,Lunch,Cooked,Muscle Gain
1232,Chickpeas Curry (Chole) (Low Sodium),Pulses and Legumes,Indian,1,1 cup (200g),233,11.3,33.0,6.2,7.7,2.4,Lunch,Cooked,Muscle Gain
1233,Chickpeas Curry (Chole) (Extra Portion),Pulses and Legumes,Indian,1,1 cup (200g),303,14.5,42.7,8.2,9.8,3.1,Lunch,Cooked,Muscle Gain
1234,Chickpeas Curry (Chole) (Half Portion),Pulses and Legumes,Indian,1,1 cup (200g),134,6.4,18.9,3.6,4.3,1.4,Lunch,Cooked,Muscle Gain
1235,Chickpeas Curry (Chole) (With Olive Oil),Pulses and Legumes,Indian,1,1 cup (200g),257,11.5,33.5,8.6,8.1,2.5,Lunch,Cooked,Muscle Gain
1236,Chickpeas Curry (Chole) (Steamed),Pulses and Legumes,Indian,1,1 cup (200g),222,11.8,31.6,5.4,8.4,2.2,Lunch,Cooked,Muscle Gain
1237,Chickpeas Curry (Chole) (Nutrient Dense),Pulses and Legumes,Indian,1,1 cup (200g),266,13.9,36.5,7.2,9.6,2.6,Lunch,Cooked,Muscle Gain
1238,Chickpeas Curry (Chole) (Mild Flavor),Pulses and Legumes,Indian,1,1 cup (200g),234,11.2,33.5,6.1,7.7,2.4,Lunch,Cooked,Muscle Gain
1239,Chickpeas Curry (Chole) (Herb Infused),Pulses and Legumes,Indian,1,1 cup (200g),246,11.9,34.5,6.7,8.5,2.5,Lunch,Cooked,Muscle Gain
1240,Chickpeas Curry (Chole) (Traditional),Pulses and Legumes,Indian,1,1 cup (200g),246,11.4,34.9,6.8,7.6,2.6,Lunch,Cooked,Muscle Gain
1241,Rajma (Kidney Beans),Pulses and Legumes,Indian,1,1 cup (200g),228,11.9,32.8,5.5,8.5,2.1,Lunch,Cooked,Muscle Gain
1242,Rajma (Kidney Beans) (Light Spiced),Pulses and Legumes,Indian,1,1 cup (200g),233,12.1,33.2,5.8,8.7,2.1,Lunch,Cooked,Muscle Gain
1243,Rajma (Kidney Beans) (Homestyle),Pulses and Legumes,Indian,1,1 cup (200g),225,12.3,32.4,5.1,8.9,2.0,Lunch,Cooked,Muscle Gain
1244,Rajma (Kidney Beans) (Low Sodium),Pulses and Legumes,Indian,1,1 cup (200g),233,12.3,33.5,5.5,8.7,2.1,Lunch,Cooked,Muscle Gain
1245,Rajma (Kidney Beans) (Extra Portion),Pulses and Legumes,Indian,1,1 cup (200g),282,14.7,40.5,6.8,10.4,2.6,Lunch,Cooked,Muscle Gain
1246,Rajma (Kidney Beans) (Half Portion),Pulses and Legumes,Indian,1,1 cup (200g),128,6.7,18.4,3.1,4.7,1.2,Lunch,Cooked,Muscle Gain
1247,Rajma (Kidney Beans) (With Olive Oil),Pulses and Legumes,Indian,1,1 cup (200g),244,12.0,32.5,7.3,8.8,2.1,Lunch,Cooked,Muscle Gain
1248,Rajma (Kidney Beans) (Steamed),Pulses and Legumes,Indian,1,1 cup (200g),216,12.5,31.2,4.6,9.3,1.9,Lunch,Cooked,Muscle Gain
1249,Rajma (Kidney Beans) (Nutrient Dense),Pulses and Legumes,Indian,1,1 cup (200g),251,14.3,35.0,6.0,10.3,2.2,Lunch,Cooked,Muscle Gain
1250,Rajma (Kidney Beans) (Mild Flavor),Pulses and Legumes,Indian,1,1 cup (200g),224,11.7,32.6,5.2,8.4,2.0,Lunch,Cooked,Muscle Gain
1251,Rajma (Kidney Beans) (Herb Infused),Pulses and Legumes,Indian,1,1 cup (200g),230,12.2,33.0,5.5,9.1,2.1,Lunch,Cooked,Muscle Gain
1252,Rajma (Kidney Beans) (Traditional),Pulses and Legumes,Indian,1,1 cup (200g),237,11.9,34.2,5.8,8.4,2.2,Lunch,Cooked,Muscle Gain
1253,Black Eyed Peas (Lobia),Pulses and Legumes,Indian,1,1 cup (180g),188,10.7,30.2,2.7,7.0,1.9,Dinner,Boiled,Balanced
1254,Black Eyed Peas (Lobia) (Light Spiced),Pulses and Legumes,Indian,1,1 cup (180g),194,11.0,30.9,2.9,7.3,2.0,Dinner,Boiled,Balanced
1255,Black Eyed Peas (Lobia) (Homestyle),Pulses and Legumes,Indian,1,1 cup (180g),196,11.6,31.3,2.7,7.8,2.0,Dinner,Boiled,Balanced
1256,Black Eyed Peas (Lobia) (Low Sodium),Pulses and Legumes,Indian,1,1 cup (180g),197,11.3,31.6,2.8,7.4,2.0,Dinner,Boiled,Balanced
1257,Black Eyed Peas (Lobia) (Extra Portion),Pulses and Legumes,Indian,1,1 cup (180g),235,13.4,37.8,3.4,8.8,2.4,Dinner,Boiled,Balanced
1258,Black Eyed Peas (Lobia) (Half Portion),Pulses and Legumes,Indian,1,1 cup (180g),104,5.9,16.8,1.5,3.9,1.1,Dinner,Boiled,Balanced
1259,Black Eyed Peas (Lobia) (With Olive Oil),Pulses and Legumes,Indian,1,1 cup (180g),200,11.1,30.6,3.7,7.5,2.0,Dinner,Boiled,Balanced
1260,Black Eyed Peas (Lobia) (Steamed),Pulses and Legumes,Indian,1,1 cup (180g),190,11.9,30.2,2.4,8.1,1.9,Dinner,Boiled,Balanced
1261,Black Eyed Peas (Lobia) (Nutrient Dense),Pulses and Legumes,Indian,1,1 cup (180g),214,13.3,33.3,3.1,8.8,2.1,Dinner,Boiled,Balanced
1262,Black Eyed Peas (Lobia) (Mild Flavor),Pulses and Legumes,Indian,1,1 cup (180g),196,11.1,31.7,2.7,7.4,2.0,Dinner,Boiled,Balanced
1263,Black Eyed Peas (Lobia) (Herb Infused),Pulses and Legumes,Indian,1,1 cup (180g),194,11.2,31.1,2.8,7.7,2.0,Dinner,Boiled,Balanced
1264,Black Eyed Peas (Lobia) (Traditional),Pulses and Legumes,Indian,1,1 cup (180g),192,10.6,31.0,2.9,6.8,2.0,Dinner,Boiled,Balanced
1265,Sprouted Moong Salad,Pulses and Legumes,Indian,1,1 bowl (150g),123,9.7,18.4,1.2,6.6,2.9,Snack,Raw,Weight Loss
1266,Sprouted Moong Salad (Light Spiced),Pulses and Legumes,Indian,1,1 bowl (150g),123,9.6,18.2,1.3,6.7,2.8,Snack,Raw,Weight Loss
1267,Sprouted Moong Salad (Homestyle),Pulses and Legumes,Indian,1,1 bowl (150g),120,9.8,17.8,1.1,6.9,2.7,Snack,Raw,Weight Loss
1268,Sprouted Moong Salad (Low Sodium),Pulses and Legumes,Indian,1,1 bowl (150g),123,9.8,18.3,1.2,6.7,2.8,Snack,Raw,Weight Loss
1269,Sprouted Moong Salad (Extra Portion),Pulses and Legumes,Indian,1,1 bowl (150g),152,12.0,22.7,1.5,8.2,3.5,Snack,Raw,Weight Loss
1270,Sprouted Moong Salad (Half Portion),Pulses and Legumes,Indian,1,1 bowl (150g),64,5.1,9.6,0.6,3.5,1.5,Snack,Raw,Weight Loss
1271,Sprouted Moong Salad (With Olive Oil),Pulses and Legumes,Indian,1,1 bowl (150g),128,9.9,18.3,1.7,7.0,2.9,Snack,Raw,Weight Loss
1272,Sprouted Moong Salad (Steamed),Pulses and Legumes,Indian,1,1 bowl (150g),116,9.9,16.9,1.0,7.1,2.5,Snack,Raw,Weight Loss
1273,Sprouted Moong Salad (Nutrient Dense),Pulses and Legumes,Indian,1,1 bowl (150g),133,11.3,19.1,1.3,7.9,2.9,Snack,Raw,Weight Loss
1274,Sprouted Moong Salad (Mild Flavor),Pulses and Legumes,Indian,1,1 bowl (150g),124,9.7,18.5,1.2,6.7,2.8,Snack,Raw,Weight Loss
1275,Sprouted Moong Salad (Herb Infused),Pulses and Legumes,Indian,1,1 bowl (150g),120,9.6,17.8,1.2,6.9,2.8,Snack,Raw,Weight Loss
1276,Sprouted Moong Salad (Traditional),Pulses and Legumes,Indian,1,1 bowl (150g),119,9.1,17.9,1.2,6.2,2.8,Snack,Raw,Weight Loss
1277,Boiled Green Edamame,Pulses and Legumes,Asian,1,1 cup (155g),197,18.0,13.5,7.9,7.8,3.3,Snack,Boiled,Muscle Gain
1278,Boiled Green Edamame (Light Spiced),Pulses and Legumes,Asian,1,1 cup (155g),206,18.5,13.8,8.5,8.2,3.4,Snack,Boiled,Muscle Gain
1279,Boiled Green Edamame (Homestyle),Pulses and Legumes,Asian,1,1 cup (155g),194,18.5,13.3,7.4,8.3,3.2,Snack,Boiled,Muscle Gain
1280,Boiled Green Edamame (Low Sodium),Pulses and Legumes,Asian,1,1 cup (155g),201,18.5,13.7,8.0,8.1,3.4,Snack,Boiled,Muscle Gain
1281,Boiled Green Edamame (Extra Portion),Pulses and Legumes,Asian,1,1 cup (155g),256,23.3,17.5,10.3,10.1,4.3,Snack,Boiled,Muscle Gain
1282,Boiled Green Edamame (Half Portion),Pulses and Legumes,Asian,1,1 cup (155g),109,9.9,7.5,4.4,4.3,1.8,Snack,Boiled,Muscle Gain
1283,Boiled Green Edamame (With Olive Oil),Pulses and Legumes,Asian,1,1 cup (155g),230,18.9,13.9,11.0,8.5,3.4,Snack,Boiled,Muscle Gain
1284,Boiled Green Edamame (Steamed),Pulses and Legumes,Asian,1,1 cup (155g),189,19.0,12.9,6.8,8.7,3.1,Snack,Boiled,Muscle Gain
1285,Boiled Green Edamame (Nutrient Dense),Pulses and Legumes,Asian,1,1 cup (155g),223,21.7,14.5,8.7,9.6,3.5,Snack,Boiled,Muscle Gain
1286,Boiled Green Edamame (Mild Flavor),Pulses and Legumes,Asian,1,1 cup (155g),202,18.7,14.1,7.9,8.2,3.4,Snack,Boiled,Muscle Gain
1287,Boiled Green Edamame (Herb Infused),Pulses and Legumes,Asian,1,1 cup (155g),210,19.3,14.2,8.4,8.8,3.5,Snack,Boiled,Muscle Gain
1288,Boiled Green Edamame (Traditional),Pulses and Legumes,Asian,1,1 cup (155g),199,17.6,13.7,8.2,7.6,3.4,Snack,Boiled,Muscle Gain
1289,Black Dal Makhani Light,Pulses and Legumes,Indian,1,1 cup (200g),248,10.5,27.9,10.5,6.5,1.8,Dinner,Cooked,Energy Booster
1290,Black Dal Makhani Light (Light Spiced),Pulses and Legumes,Indian,1,1 cup (200g),250,10.4,27.6,10.9,6.5,1.8,Dinner,Cooked,Energy Booster
1291,Black Dal Makhani Light (Homestyle),Pulses and Legumes,Indian,1,1 cup (200g),233,10.4,26.6,9.4,6.6,1.7,Dinner,Cooked,Energy Booster
1292,Black Dal Makhani Light (Low Sodium),Pulses and Legumes,Indian,1,1 cup (200g),250,10.7,28.2,10.5,6.6,1.8,Dinner,Cooked,Energy Booster
1293,Black Dal Makhani Light (Extra Portion),Pulses and Legumes,Indian,1,1 cup (200g),313,13.2,35.3,13.2,8.2,2.3,Dinner,Cooked,Energy Booster
1294,Black Dal Makhani Light (Half Portion),Pulses and Legumes,Indian,1,1 cup (200g),135,5.7,15.2,5.7,3.5,1.0,Dinner,Cooked,Energy Booster
1295,Black Dal Makhani Light (With Olive Oil),Pulses and Legumes,Indian,1,1 cup (200g),287,10.9,28.4,14.4,6.9,1.8,Dinner,Cooked,Energy Booster
1296,Black Dal Makhani Light (Steamed),Pulses and Legumes,Indian,1,1 cup (200g),232,11.1,26.7,9.0,7.2,1.7,Dinner,Cooked,Energy Booster
1297,Black Dal Makhani Light (Nutrient Dense),Pulses and Legumes,Indian,1,1 cup (200g),268,12.3,29.3,11.3,7.8,1.8,Dinner,Cooked,Energy Booster
1298,Black Dal Makhani Light (Mild Flavor),Pulses and Legumes,Indian,1,1 cup (200g),236,10.1,27.2,9.7,6.3,1.7,Dinner,Cooked,Energy Booster
1299,Black Dal Makhani Light (Herb Infused),Pulses and Legumes,Indian,1,1 cup (200g),246,10.5,27.6,10.4,6.8,1.8,Dinner,Cooked,Energy Booster
1300,Black Dal Makhani Light (Traditional),Pulses and Legumes,Indian,1,1 cup (200g),260,10.5,29.2,11.2,6.4,1.9,Dinner,Cooked,Energy Booster
1301,Steamed Broccoli,Vegetables,Global,1,1 cup (150g),67,3.8,11.5,0.6,5.2,2.3,Dinner,Steamed,Weight Loss
1302,Steamed Broccoli (Light Spiced),Vegetables,Global,1,1 cup (150g),65,3.7,11.2,0.6,5.2,2.2,Dinner,Steamed,Weight Loss
1303,Steamed Broccoli (Homestyle),Vegetables,Global,1,1 cup (150g),65,3.8,11.2,0.6,5.5,2.1,Dinner,Steamed,Weight Loss
1304,Steamed Broccoli (Low Sodium),Vegetables,Global,1,1 cup (150g),65,3.7,11.1,0.6,5.1,2.2,Dinner,Steamed,Weight Loss
1305,Steamed Broccoli (Extra Portion),Vegetables,Global,1,1 cup (150g),79,4.5,13.7,0.7,6.2,2.7,Dinner,Steamed,Weight Loss
1306,Steamed Broccoli (Half Portion),Vegetables,Global,1,1 cup (150g),35,2.0,6.0,0.3,2.7,1.2,Dinner,Steamed,Weight Loss
1307,Steamed Broccoli (With Olive Oil),Vegetables,Global,1,1 cup (150g),66,3.7,11.1,0.8,5.3,2.2,Dinner,Steamed,Weight Loss
1308,Steamed Broccoli (Steamed),Vegetables,Global,1,1 cup (150g),64,4.0,10.9,0.5,5.7,2.1,Dinner,Steamed,Weight Loss
1309,Steamed Broccoli (Nutrient Dense),Vegetables,Global,1,1 cup (150g),72,4.4,12.0,0.7,6.2,2.3,Dinner,Steamed,Weight Loss
1310,Steamed Broccoli (Mild Flavor),Vegetables,Global,1,1 cup (150g),66,3.7,11.4,0.6,5.2,2.2,Dinner,Steamed,Weight Loss
1311,Steamed Broccoli (Herb Infused),Vegetables,Global,1,1 cup (150g),67,3.9,11.6,0.6,5.6,2.3,Dinner,Steamed,Weight Loss
1312,Steamed Broccoli (Traditional),Vegetables,Global,1,1 cup (150g),65,3.6,11.2,0.6,4.9,2.2,Dinner,Steamed,Weight Loss
1313,Sauteed Spinach (Palak),Vegetables,Indian,1,1 cup (180g),66,4.1,6.9,2.5,4.2,0.8,Dinner,Cooked,Weight Loss
1314,Sauteed Spinach (Palak) (Light Spiced),Vegetables,Indian,1,1 cup (180g),67,4.1,6.8,2.6,4.3,0.8,Dinner,Cooked,Weight Loss
1315,Sauteed Spinach (Palak) (Homestyle),Vegetables,Indian,1,1 cup (180g),66,4.4,7.0,2.3,4.6,0.8,Dinner,Cooked,Weight Loss
1316,Sauteed Spinach (Palak) (Low Sodium),Vegetables,Indian,1,1 cup (180g),68,4.3,7.1,2.5,4.4,0.8,Dinner,Cooked,Weight Loss
1317,Sauteed Spinach (Palak) (Extra Portion),Vegetables,Indian,1,1 cup (180g),84,5.2,8.7,3.1,5.3,1.0,Dinner,Cooked,Weight Loss
1318,Sauteed Spinach (Palak) (Half Portion),Vegetables,Indian,1,1 cup (180g),37,2.3,3.9,1.4,2.4,0.4,Dinner,Cooked,Weight Loss
1319,Sauteed Spinach (Palak) (With Olive Oil),Vegetables,Indian,1,1 cup (180g),74,4.2,6.9,3.3,4.4,0.8,Dinner,Cooked,Weight Loss
1320,Sauteed Spinach (Palak) (Steamed),Vegetables,Indian,1,1 cup (180g),65,4.5,6.8,2.2,4.9,0.8,Dinner,Cooked,Weight Loss
1321,Sauteed Spinach (Palak) (Nutrient Dense),Vegetables,Indian,1,1 cup (180g),76,5.1,7.5,2.8,5.3,0.8,Dinner,Cooked,Weight Loss
1322,Sauteed Spinach (Palak) (Mild Flavor),Vegetables,Indian,1,1 cup (180g),68,4.3,7.2,2.4,4.4,0.8,Dinner,Cooked,Weight Loss
1323,Sauteed Spinach (Palak) (Herb Infused),Vegetables,Indian,1,1 cup (180g),70,4.4,7.2,2.6,4.7,0.8,Dinner,Cooked,Weight Loss
1324,Sauteed Spinach (Palak) (Traditional),Vegetables,Indian,1,1 cup (180g),70,4.2,7.3,2.7,4.3,0.8,Dinner,Cooked,Weight Loss
1325,Mixed Vegetable Sabzi,Vegetables,Indian,1,1 bowl (180g),120,3.4,15.5,4.9,4.7,3.4,Lunch,Cooked,Balanced
1326,Mixed Vegetable Sabzi (Light Spiced),Vegetables,Indian,1,1 bowl (180g),126,3.5,16.2,5.3,5.0,3.5,Lunch,Cooked,Balanced
1327,Mixed Vegetable Sabzi (Homestyle),Vegetables,Indian,1,1 bowl (180g),117,3.5,15.5,4.6,5.0,3.3,Lunch,Cooked,Balanced
1328,Mixed Vegetable Sabzi (Low Sodium),Vegetables,Indian,1,1 bowl (180g),124,3.6,16.2,5.0,4.9,3.5,Lunch,Cooked,Balanced
1329,Mixed Vegetable Sabzi (Extra Portion),Vegetables,Indian,1,1 bowl (180g),157,4.5,20.4,6.4,6.1,4.5,Lunch,Cooked,Balanced
1330,Mixed Vegetable Sabzi (Half Portion),Vegetables,Indian,1,1 bowl (180g),69,2.0,9.0,2.8,2.7,2.0,Lunch,Cooked,Balanced
1331,Mixed Vegetable Sabzi (With Olive Oil),Vegetables,Indian,1,1 bowl (180g),142,3.6,16.3,6.9,5.1,3.6,Lunch,Cooked,Balanced
1332,Mixed Vegetable Sabzi (Steamed),Vegetables,Indian,1,1 bowl (180g),112,3.6,15.0,4.2,5.2,3.2,Lunch,Cooked,Balanced
1333,Mixed Vegetable Sabzi (Nutrient Dense),Vegetables,Indian,1,1 bowl (180g),135,4.2,17.1,5.5,5.9,3.6,Lunch,Cooked,Balanced
1334,Mixed Vegetable Sabzi (Mild Flavor),Vegetables,Indian,1,1 bowl (180g),117,3.4,15.6,4.6,4.7,3.3,Lunch,Cooked,Balanced
